cLO_pT,cLO_phi,cLO_eta,c_pT,c_phi,c_eta,chad_pT,chad_phi,chad_eta,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbar_pT,cbar_phi,cbar_eta,cbarhad_pT,cbarhad_phi,cbarhad_eta,d1_pT,d1_phi,d1_eta,d1bar_pT,d1bar_phi,d1bar_eta,d2_pT,d2_phi,d2_eta,d2bar_pT,d2bar_phi,d2bar_eta,d3_pT,d3_phi,d3_eta,d3bar_pT,d3bar_phi,d3bar_eta,d4_pT,d4_phi,d4_eta,d4bar_pT,d4bar_phi,d4bar_eta,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
1.9061,-1.17406,5.70778,1.05438,-2.76859,6.46517,0.656967,-2.22768,7.42085,1.9061,1.96753,2.9554,1.64699,2.24521,3.15157,1.4607,2.02834,3.45476,1.09649,-1.61923,6.18256,1.48355,2.58562,3.05878,0.672119,2.11519,6.73676,0.810103,0.709057,2.89833,0.122677,2.68372,7.61835,0.572562,1.99958,6.31593,0.0864822,1.55956,3.7984,0.755859,0.622955,2.66394,94,1,0.172507,2,1.57004
0.452696,0.642513,3.67783,1.58404,-0.255056,3.06763,1.23892,-0.784278,3.20418,0.452696,-2.49908,6.03823,0.709201,2.16509,5.48029,0.741664,2.76116,6.25663,0.849915,-1.98912,2.95851,0.712583,1.62876,5.11067,1.22625,-0.0803646,2.45233,0.780487,-2.54888,5.84114,0.276045,-0.0113326,2.99008,0.95105,-0.100387,2.22097,0.60016,-2.79862,5.53657,0.248153,-1.90822,6.14986,72,0,0,0,0
2.38563,-2.18334,-7.02944,1.55722,-2.33441,-7.43403,1.91969,-1.84037,-7.93081,2.38563,0.958248,-4.39356,3.13242,1.01691,-4.5002,2.13316,1.21871,-4.55861,2.11814,-2.00851,-7.66002,1.57925,0.980873,-3.92966,0.392511,0.174353,-7.67533,0.704622,1.77502,-5.16437,0.263538,-0.576521,-6.98911,0.268824,0.907031,-7.64129,0.647233,1.86564,-5.13945,0.0838835,1.00202,-5.02979,80,3,2.45696,3,1.81175
1.4316,0.218302,-2.19405,1.64767,0.420516,-2.23908,0.874685,0.353556,-2.42633,1.4316,-2.92329,-1.99921,1.10991,-3.03094,-1.95035,0.53824,-3.0583,-3.51169,0.726904,1.96176,-1.87501,0.585083,0.717282,-2.42465,1.15802,-0.324488,-1.547,1.06746,-2.72762,-2.38205,1.00883,-0.443143,-1.49602,0.196689,0.328002,-1.58142,0.353318,-2.93893,-2.80312,0.725789,-2.62535,-2.06859,98,2,0.786079,3,0.365251
4.30279,-1.8919,-3.89505,5.96213,-1.44969,-3.93699,4.85192,-1.5701,-3.99756,4.30279,1.24969,-6.35071,2.59532,1.59168,-6.33947,3.44642,1.31697,-6.41054,4.00636,-1.45214,-3.80237,1.90717,0.903562,-6.14679,0.992547,-2.0651,-4.44727,1.8646,1.74042,-6.47129,0.844575,-2.08031,-4.19297,0.148625,-1.97862,-5.26781,1.5564,1.65776,-6.45457,0.338829,2.12939,-6.457,223,6,7.05771,7,4.43408
0.861007,1.9201,-7.92172,1.31561,2.1464,-7.47609,1.03332,1.89929,-8.09061,0.861007,-1.2215,-5.79873,1.07517,-1.05487,-5.74928,0.521751,-0.88181,-5.63481,0.938459,2.20468,-8.10459,0.821445,-2.09174,-4.22304,0.314231,0.784173,-6.74288,0.802707,0.396158,-4.72018,0.333775,0.339365,-5.96775,0.144199,2.26515,-6.84984,0.163704,-0.526058,-4.84225,0.71581,0.57944,-4.57287,42,1,0.938459,0,0
2.44913,0.700524,-6.93246,2.03815,0.62369,-7.10365,2.412,0.669284,-7.32004,2.44913,-2.44107,-5.27824,2.67658,-2.65993,-5.27675,2.16093,-2.51243,-5.15572,1.69863,0.396512,-6.7709,1.78693,-2.16868,-4.64162,0.90103,1.20201,-7.78273,0.769213,2.87139,-5.5064,0.552483,0.82544,-7.65494,0.437315,1.68516,-7.72993,0.572344,2.6509,-5.58529,0.245103,-2.87577,-5.01466,74,4,2.64035,4,2.72307
0.800846,2.33831,-8.20822,0.989012,-3.04334,-8.07848,1.60253,3.13214,-8.65545,0.800846,-0.803279,-6.45912,1.07567,-1.17439,-6.37877,0.469931,0.115233,-6.4053,1.05039,-2.83475,-7.84901,0.938333,-1.0625,-5.11538,0.686929,2.63646,-9.15637,0.873797,1.55919,-4.98731,0.402751,3.04483,-9.30008,0.355326,2.16957,-8.68572,0.174483,1.96739,-5.67565,0.717004,1.46244,-4.6785,88,1,0.402751,1,0.00637312
1.64085,-1.65019,5.58689,1.82232,-2.21238,5.42648,2.18486,-1.95653,5.29056,1.64085,1.49141,1.70197,2.38756,1.85183,2.08081,2.02783,1.36136,1.96242,2.02906,-2.07602,4.74617,2.11631,1.19529,1.81819,0.295789,-0.999111,6.51629,0.354825,3.10024,1.46388,0.184596,-0.63569,6.83349,0.13963,-1.48834,5.32181,0.293143,3.0569,1.63902,0.0632461,-2.98075,-0.00852351,118,2,2.16869,2,2.50921
2.30153,-0.77888,1.09923,2.61836,-0.585293,1.00675,1.61231,-0.607443,1.08766,2.30153,2.36271,0.566134,2.07351,2.40663,0.60099,1.12025,2.53275,1.61226,0.829233,-0.0348928,0.219229,0.590421,2.47837,0.370693,1.01963,-1.06372,1.39795,0.531675,2.59314,2.24163,0.511472,-0.810858,1.03251,0.539807,-1.30304,1.61978,0.550381,2.45942,1.92609,0.0746664,-1.93346,2.82062,149,4,0.799376,4,1.70404
2.23958,2.00708,-0.0378664,2.56441,2.1669,-0.115789,2.43604,1.99042,-0.525012,2.23958,-1.13451,0.559853,1.70759,-1.0929,0.807751,0.973458,-1.43107,1.89213,1.32726,2.65935,-0.334892,0.367238,-1.43854,2.81873,1.61958,1.4573,-0.522723,0.606236,-1.42655,0.147365,1.38762,1.41814,-0.57845,0.239269,1.68634,-0.156037,0.298988,-1.60388,-0.501389,0.316364,-1.25905,0.714898,126,4,3.70447,3,1.0316
1.59895,1.4262,-5.88976,1.24998,1.35526,-6.15661,1.04109,1.60717,-6.1564,1.59895,-1.71539,-5.9816,1.98393,-1.67179,-5.77494,0.789883,-1.65584,-6.96466,1.17595,1.49482,-5.95919,0.535504,2.21005,-6.55747,0.183372,-2.33677,-5.27061,1.24269,-1.36628,-5.91151,0.184984,-3.01099,-3.77772,0.121847,-1.0906,-5.42241,1.09673,-1.37345,-5.74987,0.1462,-1.31244,-6.66196,87,1,1.17595,1,0.1462
1.13286,0.0166667,-2.74009,0.967977,0.419741,-2.86621,0.639937,0.320833,-4.07029,1.13286,-3.12493,-0.632873,1.98749,-2.83255,-0.28751,1.26648,3.00837,0.331568,0.823853,0.665578,-3.72914,0.675018,-2.48742,-0.672947,0.309622,-1.70272,-2.34006,0.923594,2.46406,0.876301,0.279644,-0.987493,-2.08771,0.208168,-2.78059,-1.576,0.755157,2.42728,0.604976,0.171215,2.62697,1.65525,74,3,1.6675,1,0.755157
0.830752,-0.974442,4.40469,0.607096,-0.998603,4.58718,1.35227,-1.31211,4.44716,0.830752,2.16715,5.72147,0.813142,1.82033,5.77853,0.870568,1.72624,6.65241,1.2572,-1.46131,4.45144,1.40405,1.70354,5.90394,0.216366,-0.269483,3.56708,0.534077,-1.47505,5.70137,0.125175,-2.68799,2.86539,0.321085,-0.00856705,2.83796,0.0901949,-3.09777,6.00802,0.546235,-1.3094,5.41817,98,3,1.84477,0,0
1.33806,-0.386453,-1.8466,1.93733,-0.737898,-1.63121,1.3853,-0.813882,-1.26607,1.33806,2.75514,-0.95624,0.797408,2.69051,-1.10179,0.514235,2.56791,-2.73242,1.26081,-0.342753,-0.494066,0.950282,-2.61679,-1.72258,0.629332,-1.95555,-1.67032,0.850199,1.0936,-1.24863,0.266327,-1.62261,-2.14076,0.387532,-2.18209,-1.06591,0.509028,1.05921,-0.77798,0.34192,1.1448,-1.71843,98,1,0.0204331,1,0.414131
1.09316,1.20552,-6.56351,0.93268,1.57947,-6.65677,0.558604,2.05832,-7.88418,1.09316,-1.93607,-4.35442,2.01816,-2.05439,-4.3224,1.54345,-2.0064,-4.13274,0.646415,2.79378,-6.40171,1.86951,-1.88544,-3.57292,0.440888,0.668313,-7.81597,0.385335,1.76061,-4.34384,0.440957,0.990011,-7.52288,0.141233,-0.742118,-7.58367,0.266145,2.63754,-4.02698,0.296892,1.00028,-3.90558,64,0,0,1,1.86951
3.16098,-1.71338,-7.72814,3.05379,-1.7186,-7.76795,2.00978,-1.84048,-7.86988,3.16098,1.42821,-5.46748,2.84629,1.51043,-5.38512,4.41876,1.87548,-5.49614,1.4487,-2.28944,-7.96562,3.8844,1.72907,-5.46003,0.944401,-1.11191,-7.04886,0.80798,2.65279,-5.31206,0.563185,-1.47242,-7.03878,0.462287,-0.667689,-6.87076,0.490075,2.22176,-5.20091,0.416534,-3.11649,-5.19215,172,2,1.5578,5,6.00179
0.957586,2.69942,1.51087,2.396,2.19921,1.5937,1.98851,2.2636,1.6016,0.957586,-0.442177,4.64465,0.4795,-2.9434,5.37295,0.454733,0.740494,6.11628,0.229639,2.01539,3.18279,0.585442,1.86076,4.52394,1.76681,2.29554,0.959672,0.563627,-0.467927,5.59793,1.52836,2.32232,0.868565,0.242478,2.12593,1.41053,0.49893,-0.63756,5.10552,0.110717,0.396565,6.44667,89,1,0.242478,1,0.110717
1.28792,-2.73282,3.78488,1.10443,3.06292,3.82811,1.79702,-2.84783,3.36341,1.28792,0.408774,4.53062,1.2822,0.27749,4.60126,1.75796,1.04171,5.05174,1.55977,2.96708,2.80917,1.32665,0.692327,5.18717,0.812252,-1.79927,3.46921,0.683989,1.76781,4.00015,0.0503011,-2.785,4.12321,0.785593,-1.74586,3.37587,0.386926,1.20709,3.85778,0.41146,2.29152,3.83405,133,2,0.518035,3,1.75261
1.96499,-1.92743,-1.42956,1.33324,-2.95972,-1.86106,0.447364,2.5771,-3.24311,1.96499,1.21416,-1.76094,4.14775,1.49105,-1.55202,3.82919,1.423,-1.73142,0.978361,-2.6873,-1.97176,2.68453,1.43908,-1.35274,0.835632,0.927611,-1.72668,1.14582,1.38531,-2.29551,0.737473,0.8898,-1.43894,0.102549,1.20293,-2.76066,0.960468,1.4562,-2.34399,0.199714,1.0377,-1.92755,183,5,0.863044,10,7.4028
1.83928,1.83107,3.29267,0.518072,-3.09428,4.66643,1.35141,2.36205,3.76035,1.83928,-1.31052,0.480245,0.342092,2.26942,-1.10366,0.606869,-2.15848,-1.53971,0.94444,-2.95408,3.16902,0.461119,-0.482278,-1.85503,1.12653,1.60035,3.4544,0.799879,-2.76899,0.109449,1.07278,1.60643,3.37287,0.0541621,1.47964,4.38819,0.758966,-2.68287,0.163648,0.0785747,2.53355,-0.455449,83,2,0.915111,0,0
2.62091,0.32386,-5.53361,2.39132,0.458944,-5.52452,1.82712,0.295698,-6.33249,2.62091,-2.81773,-5.72228,2.88004,-2.90187,-5.71733,3.01796,-2.84365,-5.42202,0.574863,-0.875577,-6.24037,1.13871,-3.01578,-4.94862,1.6887,0.614689,-6.07308,1.90609,-2.74115,-5.61365,0.203606,0.307135,-5.94584,1.49592,0.655904,-6.08207,1.08015,-2.65094,-5.42546,0.836014,-2.85781,-5.80393,283,5,2.4781,8,5.96264
2.28162,0.650669,-0.706647,2.22442,1.01785,-0.683803,1.24901,0.782554,0.196549,2.28162,-2.49092,-4.79459,2.13426,-2.80802,-4.86206,1.96246,-2.79843,-5.46412,0.302363,-2.91809,0.814545,2.11306,-2.78104,-4.94781,1.51386,0.676421,-0.0180757,0.154698,0.582959,-6.97599,0.677659,0.608438,0.272326,0.839028,0.731313,-0.252599,0.161266,1.38597,-5.32192,0.123629,-0.635251,-6.9778,105,3,1.82704,3,2.43603
1.65959,2.97483,-3.37807,2.28404,-2.90416,-3.42165,1.25124,-3.08816,-3.46165,1.65959,-0.166758,-4.84169,1.41586,0.236013,-4.88225,1.13462,0.262162,-5.56861,0.181152,2.80508,-3.66989,1.12518,-0.192087,-4.59976,1.08587,-3.0247,-3.40707,0.508938,1.58777,-5.89818,0.461904,-3.04392,-2.94627,0.624116,-3.01049,-3.64865,0.0418198,2.72973,-7.54176,0.493018,1.51055,-5.37638,148,4,1.97768,0,0
1.87665,-0.583819,-0.0648711,1.94839,-0.70379,-0.247378,2.14819,-0.746905,0.273091,1.87665,2.55777,-0.380097,1.75694,2.87088,-0.514527,1.79611,2.33332,-1.27592,1.77149,-1.07104,-0.104078,1.24169,2.98549,-1.36758,0.733647,0.130428,0.924115,1.1058,1.58352,-0.586914,0.125008,-0.699188,0.457869,0.655763,0.271518,0.948375,0.465627,1.43069,-0.166001,0.649483,1.69288,-0.836907,119,4,2.3672,6,2.31875
1.65871,0.870259,1.3369,1.3019,1.42518,1.42402,1.00942,1.55607,2.4075,1.65871,-2.27133,-0.378601,2.59425,-2.59197,-0.189921,1.23992,-2.56782,-1.25562,0.418179,-2.36458,2.63381,0.635837,2.19918,-1.28922,1.3396,1.33494,1.43821,1.36222,-2.08298,-0.640255,0.782892,1.54129,1.5514,0.595335,1.06214,1.20043,1.11279,-2.10249,-0.73638,0.250586,-1.99622,-0.148951,103,2,0.342301,5,1.82859
4.1662,-1.1094,3.42426,3.77457,-1.02906,3.75571,2.35374,-0.970806,4.29516,4.1662,2.03219,3.37302,4.46716,2.04894,3.4103,3.29832,1.80467,3.40382,0.89053,-0.537926,3.81536,0.909181,2.24818,3.18288,1.58986,-1.20799,4.42079,2.50764,1.64845,3.42826,1.28695,-1.09736,4.35184,0.341714,-1.63681,4.54954,1.79007,1.74068,3.45001,0.743683,1.42492,3.33618,131,6,3.74105,5,4.29734
0.692213,1.93497,9.01977,0.752536,1.90535,8.9211,0.645149,1.93084,9.80927,0.692213,-1.20662,7.43271,0.808657,-1.16456,7.3489,0.484878,-0.397,7.63951,1.0861,2.7334,8.71847,1.01322,-0.0157533,6.06399,0.788695,0.220702,8.77468,0.591352,-2.84732,6.87476,0.728112,0.0679839,8.61813,0.130529,1.234,9.01563,0.0231041,2.97809,7.73343,0.570718,-2.82943,6.81353,28,0,0,0,0
0.463427,-2.75953,-8.45139,0.31745,2.79909,-8.80581,0.369796,2.38097,-9.62129,0.463427,0.382066,-6.81533,0.825053,0.065855,-6.39737,0.81254,-0.00731089,-6.02435,0.648506,-1.85099,-8.71597,0.663602,-0.458619,-4.82081,0.882596,1.67129,-7.51623,0.360771,0.923729,-6.5551,0.548431,1.29212,-7.39248,0.424766,2.16956,-7.45115,0.323077,1.04656,-6.56675,0.0563669,0.145142,-6.04684,56,0,0,1,0.0563669
1.08091,-2.56463,-6.31454,0.572026,-3.02831,-6.97223,0.700074,-2.16053,-7.91056,1.08091,0.57696,-4.41713,0.925613,0.054943,-4.4357,0.972269,0.231364,-3.93179,0.365051,-2.68383,-6.92932,0.228,-0.0305715,-3.65883,0.425023,-1.71688,-8.19212,0.75436,0.30971,-3.98897,0.120722,-2.91566,-8.77567,0.397387,-1.42995,-7.54783,0.273922,0.960734,-3.65154,0.56156,0.00962692,-3.98432,86,0,0,4,1.4079
0.846553,1.93146,-7.10755,0.390031,2.71099,-7.89055,0.325072,1.95104,-8.94227,0.846553,-1.21013,-5.16191,0.762157,-0.490407,-5.16548,0.666475,-0.809585,-4.44157,0.794455,-2.58332,-7.59653,1.19666,-0.449274,-3.58297,0.910108,0.917478,-6.90141,0.619287,3.0815,-3.08829,0.674181,0.886533,-6.53871,0.237169,1.00554,-7.52173,0.0307278,1.01949,-4.5262,0.63436,3.12422,-2.83068,65,0,0,0,0
0.50852,-1.99346,-8.48599,1.25517,-2.52437,-7.64656,1.29611,-2.36114,-7.37685,0.50852,1.14813,-6.36128,0.604967,0.882779,-6.3501,0.437648,0.726631,-6.16419,0.336706,-1.47525,-7.09813,0.501503,1.13707,-5.95709,1.11406,-2.59741,-7.30932,0.201333,-0.954672,-4.25916,0.476448,-2.39574,-7.61227,0.654262,-2.74379,-6.97645,0.206675,-2.22272,-3.65411,0.241739,-9.26333e-05,-3.25596,84,3,1.27449,3,0.899106
1.44254,-2.56834,7.98038,1.27669,-2.13584,8.12718,0.566837,-2.25083,9.3622,1.44254,0.573257,6.02506,1.36825,0.240024,5.99719,1.00945,0.0900788,6.10606,1.1426,-1.91314,8.37857,1.0266,-0.204148,5.00171,0.636135,1.52814,7.84527,0.298931,1.57054,6.91195,0.591095,1.74792,7.60117,0.141837,0.388349,8.04426,0.389464,1.59461,6.29143,0.0909046,-1.46777,6.89673,64,1,0.882677,0,0
8.55198,2.55449,-1.82938,7.78768,2.54139,-1.77203,6.66262,2.52131,-1.83345,8.55198,-0.587104,0.422552,6.48447,-0.90929,0.936727,5.6348,-0.904051,0.949486,3.25388,2.67603,-1.61383,5.114,-0.985263,0.859027,3.48389,2.37687,-1.98649,0.679101,-0.246856,1.36114,1.44469,2.35073,-2.11732,2.04005,2.39537,-1.88229,0.400832,0.2788,1.11968,0.3885,-0.791026,1.33721,266,10,8.64916,3,6.05817
1.42203,0.36211,-4.75549,1.08364,0.634844,-4.76457,0.812299,0.236721,-5.77453,1.42203,-2.77948,-5.34791,1.64399,-3.11015,-5.35693,1.30975,-3.13626,-5.26825,1.37998,0.243993,-4.90248,0.445644,-1.36328,-5.18018,0.567736,-2.88719,-4.89407,1.46576,2.84449,-4.78242,0.0548167,-2.49615,-6.42703,0.517479,-2.92758,-4.39401,0.339117,3.05243,-5.19079,1.13611,2.78284,-4.60941,77,1,0.126906,0,0
2.07668,-2.99341,3.7768,2.74016,-2.52903,3.53273,2.28906,-2.3794,4.12469,2.07668,0.148183,2.00014,1.6158,-0.969,1.81283,1.56734,-0.480974,1.24802,1.64655,-1.82344,3.9095,1.43411,-0.258642,1.35728,1.24422,3.13061,3.86707,0.358333,-1.56212,-0.266827,1.09074,-3.12042,3.89624,0.157987,2.90683,3.60212,0.370502,-1.254,0.0977063,0.112486,-3.08596,-1.00469,183,3,2.9268,5,3.13564
1.93556,-2.46981,-7.07352,2.21856,-2.62482,-6.72136,1.84724,-2.73745,-7.15323,1.93556,0.671784,-5.13298,3.4788,1.10621,-5.40121,2.31274,1.10625,-5.38241,1.52381,2.96447,-6.94243,1.28191,0.526717,-4.94952,1.01447,-1.76769,-6.64955,1.42505,1.62135,-5.42109,0.0876556,-2.34525,-6.81489,0.942252,-1.71688,-6.61589,0.761392,1.85252,-5.52057,0.705814,1.3716,-5.23169,98,3,0.602739,2,0.802742
5.86283,1.11216,-4.13001,8.18851,1.18516,-3.8964,7.71556,1.19686,-3.90542,5.86283,-2.02944,-2.79652,2.57583,-1.17718,-1.93485,1.71667,-1.20531,-1.99029,6.62809,1.15895,-3.95118,1.46349,-1.82842,-1.67286,1.12076,1.42293,-3.5394,1.00419,-0.188425,-1.60665,0.367586,1.83687,-3.79547,0.79803,1.23658,-3.32807,0.570857,-0.431984,-1.276,0.470758,0.108348,-1.85001,79,4,8.03549,1,1.46349
0.962659,0.253825,8.28906,1.10576,0.496228,8.14542,0.995951,0.317083,9.01898,0.962659,-2.88777,6.32686,1.00034,-2.6273,6.32522,1.0233,-2.61038,6.13651,1.50446,0.305163,8.3201,1.25629,-2.01729,5.64937,0.508723,-2.85977,8.30059,0.702418,2.07575,5.1093,0.124889,3.06045,7.5296,0.394471,-2.74712,8.43441,0.447033,2.2334,5.34083,0.270202,1.81299,4.44409,80,1,1.50446,1,0.227689
0.793957,-1.08086,5.29874,0.604292,0.624058,5.5317,0.621154,1.26688,6.43208,0.793957,2.06073,3.93829,1.26055,1.1629,3.51631,1.07757,0.954283,3.40714,0.864616,0.0673384,5.2232,1.19647,1.54908,2.51214,0.862392,2.47311,5.56691,0.675994,-0.488086,3.27371,0.388924,2.77538,5.08833,0.504566,2.24158,5.77518,0.530231,-0.443104,2.78573,0.148229,-0.649638,4.13536,143,2,0.588527,4,0.882034
0.445825,1.44581,-8.39057,0.316904,-1.85096,-8.58828,0.310692,-2.33118,-9.24186,0.445825,-1.69578,-5.64176,1.10088,-1.86144,-4.91354,0.933925,-1.83554,-4.7562,0.70016,-1.80582,-7.20202,0.305125,3.02884,-5.60962,0.458648,1.68241,-8.50556,0.937564,-1.50802,-3.29665,0.38644,1.18487,-8.07381,0.219526,2.67997,-8.4502,0.123049,-1.29701,-4.20562,0.817651,-1.53955,-3.03976,82,0,0,1,0.178426
2.43901,1.79606,-3.17004,2.38824,1.39323,-3.15536,1.90702,1.45255,-3.9136,2.43901,-1.34553,-1.9843,2.43927,-0.786876,-1.78065,1.58784,-0.903777,-1.79623,0.930315,0.50838,-3.68238,0.572096,-2.04949,-2.31217,1.55611,1.95808,-3.6278,1.44889,-0.535818,-1.03994,0.875873,1.73657,-3.51323,0.727545,2.22575,-3.69115,0.757156,-0.357912,-0.806546,0.716328,-0.723982,-1.22523,101,1,0.875873,2,0.904998
1.85702,-0.873701,-0.345495,1.04948,-0.461041,-0.13331,1.52839,-0.376905,-1.01934,1.85702,2.26789,0.375618,2.95074,1.96055,0.157937,2.48344,1.90895,0.418824,0.475571,-1.88364,-1.51715,1.70974,1.52339,0.0238669,1.57133,-0.070079,-0.495103,1.10546,2.52972,0.832266,1.44443,-0.0516334,-0.508031,0.129913,-0.276617,-0.335142,0.783814,2.3263,0.904668,0.373079,2.96807,0.56028,97,2,1.57434,5,3.52925
1.86084,-0.653319,-0.428858,1.91293,-0.337813,-0.608016,1.56469,-0.157381,-1.52099,1.86084,2.48827,0.688029,1.7441,2.35574,1.38409,0.889636,3.12733,2.22255,0.558553,1.25167,-1.39851,1.24532,-3.00114,1.80909,1.5744,-0.515103,-1.18988,0.391126,0.498576,0.821308,0.236032,-0.475642,-1.71912,1.33859,-0.522059,-1.06484,0.167574,1.78145,0.371993,0.37926,0.0610974,0.714854,68,2,1.57462,0,0
1.49615,-2.35596,-5.77894,1.26762,-2.27916,-5.95182,1.2777,-2.12255,-6.88075,1.49615,0.785631,-3.54486,1.51549,0.338028,-3.52318,1.41322,0.236917,-3.38943,0.866835,-2.59174,-7.12756,0.852246,1.38473,-3.24622,0.638898,-1.46209,-5.54625,1.31709,-0.394192,-2.72408,0.222455,-0.57871,-5.36364,0.526599,-1.79468,-5.39697,0.734872,-0.571203,-2.46496,0.607641,-0.17959,-2.93525,82,1,0.866835,2,0.634033
1.87854,-0.472711,-5.89789,2.29696,-1.00483,-5.78615,3.16559,-1.05312,-5.51175,1.87854,2.66888,-4.42336,2.15065,3.12293,-4.51412,1.852,-3.13452,-5.18826,0.50771,-0.776573,-5.6606,1.56238,3.05589,-4.47288,2.68076,-1.10485,-5.47205,0.329797,-2.68015,-6.3819,2.26781,-1.05707,-5.43634,0.429422,-1.35982,-5.60911,0.353592,-3.13072,-5.73337,0.154408,-1.18386,-6.31861,127,3,3.20494,2,0.675386
1.15415,1.94063,0.974986,1.16374,1.98365,1.35013,0.883059,1.58662,1.76653,1.15415,-1.20096,-2.21798,2.02155,-2.30552,-1.60717,0.861778,-1.91045,-2.85476,0.972866,2.37664,0.714415,0.948607,-0.757596,-2.19893,0.718987,0.295289,1.6235,0.989399,-2.97847,-1.90087,0.352848,0.884587,1.64508,0.468656,-0.136441,1.37947,0.102978,-2.25461,-1.99451,0.914788,-3.05309,-1.85938,74,1,0.146614,0,0
2.20423,0.574404,-0.683684,2.28506,0.180456,-0.611879,1.67136,-0.0776026,-1.18561,2.20423,-2.56719,1.86531,2.68172,-2.26645,1.70261,2.01172,-2.23474,2.37175,1.55101,0.209987,-1.24975,0.26248,-1.32997,3.71017,0.476878,-1.25218,0.0090796,1.86103,-2.34586,1.77378,0.406233,-1.14533,-0.382522,0.0848541,-1.788,1.41065,0.790583,-2.45531,1.52891,1.07863,-2.26572,1.91687,97,2,1.91145,4,2.08353
1.82492,2.41549,5.23296,2.07285,3.00844,4.97853,2.20427,-2.88676,5.45618,1.82492,-0.7261,4.4973,1.49136,-1.40516,4.84296,1.02574,-1.3251,4.84314,0.0579502,2.58115,8.02433,0.628225,-1.13016,5.24144,2.16494,-2.86728,5.05433,0.427111,-1.61401,3.28829,0.69056,-2.61256,5.13295,1.50675,-2.98302,4.99356,0.0409615,2.80243,3.43099,0.440802,-1.52501,3.13995,162,4,2.72497,4,1.68327
0.762457,0.650838,-6.05551,0.670084,1.90725,-6.17348,0.449537,0.823065,-7.4081,0.762457,-2.49075,-4.50217,1.35091,-2.68787,-4.22718,1.06794,-2.98235,-4.05248,0.848599,0.369648,-5.69636,0.486633,1.59794,-3.58707,0.486151,3.09421,-6.91304,1.23054,-2.57953,-3.57441,0.455246,-2.94239,-6.39176,0.119768,1.90567,-7.50204,0.714863,-2.75205,-3.73815,0.540405,-2.35044,-3.24464,98,2,0.358227,1,0.714863
0.871047,0.229919,7.40568,1.03736,0.314068,7.26125,0.780483,0.155787,7.85693,0.871047,-2.91167,5.51768,0.527342,3.10845,5.84934,0.955829,2.71301,4.98553,0.269083,1.31814,8.74484,1.11113,2.06441,3.99366,0.717447,-0.195604,6.12226,0.674881,-2.10379,4.76969,0.412583,-0.442131,5.5817,0.332929,0.111631,6.48216,0.285132,-1.45619,4.9477,0.479399,-2.47077,4.40893,75,0,0,0,0
2.6732,1.4901,-2.04927,2.32626,1.85762,-1.94694,1.13361,1.22033,-2.9144,2.6732,-1.65149,-1.02181,3.8309,-2.12486,-0.991277,2.78595,-2.17282,-0.943528,0.601471,1.38573,-1.97313,2.31105,-2.17237,-1.11563,0.549349,1.03908,-3.40933,0.474905,-2.17501,0.231671,0.0854479,-0.497949,-3.499,0.553097,1.1941,-3.21652,0.269348,-2.63422,0.762706,0.262215,-1.7023,-0.42536,283,5,2.27324,3,2.62912
1.60896,-0.0350109,-3.08328,2.16215,0.866,-2.56732,1.47553,1.05231,-2.76639,1.60896,3.10658,-3.46656,2.14539,2.29707,-3.22927,0.912299,2.30135,-4.846,0.202187,-0.802745,-4.13665,0.697855,1.19732,-3.88905,1.54448,1.1783,-1.95736,0.863891,3.10716,-4.55289,1.3384,1.19904,-1.83539,0.208228,1.04458,-2.509,0.276727,-3.14023,-3.9414,0.587424,3.09031,-4.7477,111,2,0.626742,3,1.13794
2.4067,0.329707,-6.61507,2.40346,0.202228,-6.53779,1.97619,0.216545,-7.05328,2.4067,-2.81189,-6.27497,2.53419,-2.64193,-6.3422,1.61945,-2.51377,-6.46076,1.45671,-0.142218,-6.41879,1.03515,-1.9957,-6.69879,0.797767,0.912519,-7.46474,0.883939,-3.13239,-5.40031,0.404604,0.920437,-7.82091,0.393189,0.904371,-6.88432,0.495098,3.00674,-5.66578,0.400329,-2.9539,-4.88161,96,2,0.297979,6,2.51237
2.11459,-1.29967,-2.94333,2.60675,-1.61014,-3.03251,3.38199,-1.59369,-3.02409,2.11459,1.84193,-4.22244,1.97699,2.23263,-4.31907,2.24127,2.86559,-4.51064,2.38956,-1.6979,-2.60387,1.60725,2.48328,-4.62386,1.03568,-1.3513,-3.58473,0.960261,-2.74322,-3.73361,0.222577,-2.00627,-3.46917,0.86979,-1.19479,-3.54688,0.369387,-2.96995,-4.12334,0.606045,-2.60577,-3.35477,288,8,5.79283,3,2.19869
1.28488,-1.2311,8.6508,1.47539,-1.2208,8.50876,1.14848,-1.1015,9.09684,1.28488,1.91049,6.88326,1.28906,1.87323,6.90606,1.22194,1.41667,6.82033,1.26315,-1.60217,8.22014,0.286696,-2.06158,7.08861,0.607662,0.402829,9.12147,1.49554,1.3533,6.25182,0.345883,0.327973,9.46,0.264018,0.500961,8.353,1.18467,1.43598,6.10656,0.329765,1.0521,6.60839,40,0,0,1,0.329765
